319	использовать	3317524	0,006583766
320	нельзя	3306009	0,006560914
321	найти	3294612	0,006538296
322	сколько	3286918	0,006523027
323	одним	3286110	0,006521424
324	решения	3274521	0,006498425
325	результате	3274341	0,006498068
326	две	3271315	0,006492062
327	значит	3271266	0,006491965
328	получить	3267720	0,006484928
329	тысяч	3262630	0,006474827
330	одно	3255657	0,006460989
331	группы	3254281	0,006458258
332	этому	3248751	0,006447283
333	любой	3248657	0,006447097
334	неё	3238933	0,006427799
335	счёт	3235649	0,006421282
336	имеют	3220787	0,006391788
337	условиях	3218010	0,006386276
338	стало	3215938	0,006382164
339	друг	3207446	0,006365312
340	средства	3206200	0,006362839
341	тебе	3198041	0,006346647
342	самом	3195842	0,006342283
343	ответ	3194240	0,006339104
344	дом	3187493	0,006325714
345	прежде	3186264	0,006323275
346	годы	3173501	0,006297946
347	самое	3144862	0,006241111
348	месте	3143805	0,006239014
349	выше	3137591	0,006226682
350	находится	3131377	0,00621435
351	мир	3129665	0,006210952
352	начала	3126343	0,006204359
353	самых	3111759	0,006175417
354	которую	3101269	0,006154599
355	стоимость	3087236	0,00612675
356	должно	3085726	0,006123753
357	работать	3083741	0,006119814
358	наш	3082169	0,006116694
359	многих	3080683	0,006113745
360	сами	3056981	0,006066708
361	никто	3048739	0,006050351
362	безопасности	3042054	0,006037084
363	конце	3038199	0,006029434
364	истории	3037072	0,006027197
365	уровень	3029952	0,006013067
366	такая	3027872	0,00600894
367	всей	3022492	0,005998263
368	мире	3011298	0,005976048
369	какой	3005315	0,005964174
370	постоянно	3005278	0,005964101
371	весь	3004432	0,005962422
372	правда	2998992	0,005951626
373	права	2990143	0,005934065
374	уж	2988748	0,005931296
375	вполне	2977364	0,005908704
376	совершенно	2964721	0,005883614
377	услуг	2958498	0,005871264
378	нового	2958040	0,005870355
379	москве	2938246	0,005831073
380	наших	2936305	0,005827221
381	рамках	2923737	0,005802279
382	нём	2917338	0,00578958
383	рынке	2904765	0,005764629
384	помощи	2888689	0,005732725
385	немного	2886666	0,00572871
386	далее	2882291	0,005720028
387	очередь	2873021	0,005701631
388	какие	2854218	0,005664316
389	могу	2848377	0,005652724
390	довольно	2843451	0,005642948
391	происходит	2842862	0,005641779
392	право	2837247	0,005630636
393	сети	2834996	0,005626169
394	город	2813530	0,005583569
395	всю	2806152	0,005568927
396	процесс	2805706	0,005568042
397	идёт	2805559	0,00556775
398	соответствии	2802455	0,00556159
399	развитие	2801259	0,005559217
400	говорить	2789795	0,005536466
401	района	2788918	0,005534725
402	знаю	2782972	0,005522925
403	меньше	2780198	0,00551742
404	проекта	2773537	0,005504201
405	типа	2771577	0,005500311
406	населения	2763022	0,005483334
407	ребёнка	2762670	0,005482635
408	пор	2762016	0,005481337
409	основе	2757198	0,005471776
410	давно	2752035	0,005461529
411	деле	2750367	0,005458219
412	минут	2746394	0,005450335
413	самый	2730150	0,005418098
414	слишком	2709861	0,005377833
415	действия	2709726	0,005377565
416	снова	2702547	0,005363318
417	главное	2701596	0,005361431
418	спасибо	2695648	0,005349627
419	кстати	2666478	0,005291738
420	самого	2664576	0,005287963
421	разных	2663668	0,005286161
422	качества	2659479	0,005277848
423	игры	2659093	0,005277082
424	стала	2644256	0,005247637
425	новой	2642256	0,005243668
426	причём	2640715	0,00524061
427	думаю	2640641	0,005240463
428	Москвы	2639286	0,005237774
429	куда	2635234	0,005229733
430	нашего	2628971	0,005217304
431	вид	2628498	0,005216365
432	рядом	2626941	0,005213275
433	продукции	2617314	0,00519417
434	согласно	2612445	0,005184507
435	проект	2611407	0,005182447
436	мало	2608491	0,00517666
437	руки	2606481	0,005172671
438	дела	2600468	0,005160738
439	мог	2594463	0,005148821
440	работает	2591615	0,005143169
441	которым	2590748	0,005141449
442	труда	2590106	0,005140175
443	услуги	2587034	0,005134078
444	опыт	2583421	0,005126908
445	роль	2576283	0,005112742
446	уровня	2560630	0,005081678
447	рынка	2557725	0,005075913
448	каждого	2556889	0,005074254
449	часов	2553551	0,00506763
450	ситуации	2551653	0,005063863
451	легко	2551613	0,005063784
452	сайте	2548337	0,005057282
453	несмотря	2539839	0,005040418
454	существует	2538170	0,005037105
455	самым	2536474	0,00503374
456	стать	2514440	0,004990012
457	ваш	2513581	0,004988307
458	условия	2501953	0,004965231
459	данные	2501517	0,004964366
460	словам	2501227	0,00496379
461	центр	2499243	0,004959853
462	стране	2491570	0,004944626
463	точно	2489967	0,004941444
464	глаза	2486828	0,004935215
465	срок	2484734	0,004931059
466	составляет	2483734	0,004929075
467	предприятия	2481528	0,004924697
468	весьма	2478408	0,004918505
469	известно	2476224	0,004914171
470	правило	2469884	0,004901589
471	дальше	2460524	0,004883014
472	культуры	2460017	0,004882007
473	иметь	2455275	0,004872597
474	раньше	2453910	0,004869888
475	той	2452850	0,004867784
476	лица	2452723	0,004867532
477	становится	2452319	0,00486673
478	настоящее	2450191	0,004862507
479	проблем	2448821	0,004859788
480	пути	2430651	0,004823729
481	последние	2408519	0,004779807
482	хочу	2408179	0,004779133
483	кажется	2406641	0,00477608
484	мере	2404759	0,004772346
485	своём	2397907	0,004758747
486	раза	2397591	0,00475812
487	важно	2384647	0,004732432
488	самые	2381985	0,00472715
489	хоть	2376810	0,00471688
490	обязательно	2371755	0,004706848
491	информацию	2370426	0,00470421
492	уровне	2370290	0,00470394
493	общества	2367569	0,00469854
494	говорят	2365083	0,004693607
495	Россия	2364887	0,004693218
496	дети	2358134	0,004679816
497	городе	2346403	0,004656536
498	программа	2343175	0,00465013
499	первой	2342991	0,004649764
500	проведения	2335486	0,00463487
